hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
City Hotel,0,65,2015,September,39,25,2,3,1,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,130.9,0,2,Check-Out,2015-09-30
City Hotel,1,85,2016,June,23,2,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,2016-03-21
Resort Hotel,0,3,2016,February,6,6,0,1,2,0.0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,314.0,,0,Transient,46.4,1,1,Check-Out,2016-02-07
City Hotel,1,28,2017,February,9,26,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1,Canceled,2017-02-10
Resort Hotel,0,10,2016,February,9,25,1,3,2,0.0,0,BB,GBR,Direct,Direct,1,0,0,D,D,0,No Deposit,242.0,,0,Transient-Party,64.0,0,1,Check-Out,2016-02-29
City Hotel,0,186,2016,July,31,28,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2016-07-30
City Hotel,1,116,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,61.0,0,0,No-Show,2016-02-28
City Hotel,0,30,2016,September,40,25,2,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,109.1,0,1,Check-Out,2016-09-27
City Hotel,1,38,2016,March,12,19,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.58,0,1,Canceled,2016-03-15
City Hotel,0,2,2016,December,51,14,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,22,A,A,3,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-12-16
Resort Hotel,1,161,2015,September,36,1,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,93.12,0,2,Canceled,2015-07-01
City Hotel,0,62,2016,December,53,25,2,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,0,Check-Out,2016-12-30
Resort Hotel,1,248,2017,August,31,2,2,5,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,179.77,0,0,Canceled,2017-03-15
Resort Hotel,0,15,2016,February,6,4,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,314.0,,0,Transient,35.47,0,1,Check-Out,2016-02-07
City Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-09-15
City Hotel,0,138,2016,July,29,16,2,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,109.25,0,0,Check-Out,2016-07-21
Resort Hotel,0,112,2015,December,53,30,0,3,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient-Party,168.67,0,0,Check-Out,2016-01-02
Resort Hotel,0,191,2016,June,27,28,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,111.0,1,1,Check-Out,2016-07-01
Resort Hotel,1,350,2017,May,21,26,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,93.29,0,1,Canceled,2017-03-03
City Hotel,0,29,2016,December,52,19,1,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Check-Out,2016-12-23
City Hotel,1,301,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,0,319,2017,May,20,20,4,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,2,Check-Out,2017-05-30
City Hotel,0,93,2017,April,14,6,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,4,Check-Out,2017-04-10
City Hotel,1,56,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2016-06-02
City Hotel,0,207,2017,August,33,13,4,7,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.46,0,2,Check-Out,2017-08-24
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
Resort Hotel,0,85,2016,March,14,31,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,52.25,0,0,Check-Out,2016-04-04
City Hotel,1,0,2016,September,40,29,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,331.0,,0,Transient,131.0,0,0,No-Show,2016-09-29
City Hotel,0,96,2017,June,24,14,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,131.4,0,1,Check-Out,2017-06-17
City Hotel,0,105,2017,April,14,5,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,2017-04-09
City Hotel,1,25,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-26
City Hotel,0,50,2016,December,49,3,2,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,156.9,1,1,Check-Out,2016-12-08
City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08
City Hotel,0,7,2017,January,1,1,2,2,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,9.0,,0,Transient,161.5,0,0,Check-Out,2017-01-05
City Hotel,0,3,2015,September,38,19,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,29.0,,0,Transient-Party,120.0,0,0,Check-Out,2015-09-21
City Hotel,0,38,2016,November,48,26,2,1,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,103.87,0,1,Check-Out,2016-11-29
City Hotel,0,58,2017,January,2,12,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.59,0,1,Check-Out,2017-01-16
Resort Hotel,0,41,2015,November,46,12,0,3,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,2015-11-15
Resort Hotel,0,6,2016,May,21,19,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,I,1,No Deposit,240.0,,0,Transient,109.0,0,1,Check-Out,2016-05-21
Resort Hotel,1,26,2016,July,31,28,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,209.0,0,1,Canceled,2016-07-08
City Hotel,0,78,2016,April,16,14,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,96.3,0,1,Check-Out,2016-04-17
Resort Hotel,1,153,2017,June,25,22,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,123.97,0,2,Canceled,2017-01-23
City Hotel,1,245,2016,December,53,27,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.36,0,1,Canceled,2016-12-07
Resort Hotel,0,60,2015,September,40,29,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,5.0,,0,Transient,62.0,0,0,Check-Out,2015-10-03
Resort Hotel,0,133,2016,May,21,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,,0,Transient,65.36,0,0,Check-Out,2016-05-24
Resort Hotel,0,92,2017,April,16,20,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,82.85,0,0,Check-Out,2017-04-27
Resort Hotel,0,129,2016,July,29,10,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,158.67,1,3,Check-Out,2016-07-16
City Hotel,0,6,2015,November,45,4,1,4,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,78.2,0,0,Check-Out,2015-11-09
City Hotel,1,103,2016,June,27,26,2,1,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83.0,,0,Transient,77.29,0,1,Canceled,2016-04-07
City Hotel,1,34,2016,March,13,22,0,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.2,0,0,Canceled,2016-02-28
City Hotel,0,47,2016,March,12,15,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.1,0,1,Check-Out,2016-03-16
City Hotel,1,10,2016,January,3,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.3,0,0,Canceled,2016-01-11
Resort Hotel,0,0,2017,August,34,22,0,1,3,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,230.0,0,0,Check-Out,2017-08-23
City Hotel,1,181,2017,June,23,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2017-01-24
Resort Hotel,1,22,2017,August,35,27,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,295.0,0,0,Canceled,2017-08-05
City Hotel,0,56,2017,March,13,31,0,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,93.6,0,2,Check-Out,2017-04-02
City Hotel,0,4,2015,August,35,23,2,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2015-08-26
City Hotel,1,44,2016,November,48,25,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Canceled,2016-10-20
City Hotel,0,50,2016,June,26,22,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.92,0,1,Check-Out,2016-06-23
Resort Hotel,0,29,2017,May,19,12,2,3,2,1.0,1,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250.0,,0,Transient,211.0,1,4,Check-Out,2017-05-17
City Hotel,1,271,2015,July,29,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-06-29
City Hotel,0,14,2015,December,49,5,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient-Party,64.0,0,0,Check-Out,2015-12-08
City Hotel,1,105,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0,Canceled,2016-01-18
City Hotel,1,37,2016,February,9,22,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.9,0,0,Canceled,2016-02-20
City Hotel,0,103,2017,July,26,1,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,198.0,0,0,Check-Out,2017-07-02
City Hotel,0,1,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0,Check-Out,2016-02-20
City Hotel,0,11,2017,February,5,2,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Check-Out,2017-02-05
Resort Hotel,0,3,2016,June,26,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,141.0,1,0,Check-Out,2016-06-26
Resort Hotel,1,350,2016,December,52,19,3,8,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1,Canceled,2016-10-24
Resort Hotel,0,11,2016,June,25,13,1,0,1,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,165.0,0,0,Check-Out,2016-06-14
Resort Hotel,0,0,2017,March,9,3,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,,0,Transient,67.0,1,0,Check-Out,2017-03-05
Resort Hotel,0,6,2015,August,36,31,1,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,241.0,,0,Transient,138.6,0,2,Check-Out,2015-09-03
Resort Hotel,0,199,2015,September,37,6,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,71.55,0,1,Check-Out,2015-09-10
City Hotel,1,57,2017,January,4,27,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,2016-12-04
City Hotel,0,7,2017,February,8,20,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,77.6,0,0,Check-Out,2017-02-24
Resort Hotel,1,52,2017,April,15,11,0,2,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,150.0,0,0,Canceled,2017-04-04
City Hotel,0,149,2016,August,33,12,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.7,0,2,Check-Out,2016-08-18
Resort Hotel,0,185,2015,September,39,21,1,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,208.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-09-23
Resort Hotel,0,172,2016,April,17,18,3,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient-Party,46.8,0,1,Check-Out,2016-04-26
City Hotel,1,161,2017,March,13,31,1,2,2,1.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.2,0,0,Canceled,2017-01-15
Resort Hotel,0,258,2017,June,25,21,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,115.51,0,1,Check-Out,2017-07-05
Resort Hotel,0,168,2016,March,14,30,0,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
City Hotel,1,25,2016,October,43,19,0,3,1,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,133.0,0,0,Canceled,2016-09-24
Resort Hotel,0,15,2016,August,34,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,219.0,0,0,Check-Out,2016-08-18
City Hotel,0,2,2015,August,33,9,3,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.0,0,1,Check-Out,2015-08-17
Resort Hotel,1,124,2016,October,43,22,2,2,2,1.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,4,No Deposit,,,0,Transient-Party,90.0,0,0,Canceled,2016-10-20
Resort Hotel,0,0,2016,February,9,22,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,46.5,1,0,Check-Out,2016-02-26
City Hotel,0,423,2017,July,29,22,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,95.5,0,0,Check-Out,2017-07-24
City Hotel,1,41,2016,October,41,6,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,119.0,0,0,Canceled,2016-09-08
Resort Hotel,1,411,2017,May,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0,Canceled,2016-04-15
Resort Hotel,0,26,2016,July,30,23,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,140.0,1,0,Check-Out,2016-07-28
City Hotel,1,105,2017,May,20,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,2017-02-03
City Hotel,0,2,2015,October,44,31,1,1,1,0.0,0,BB,ARG,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-11-02
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,440,2016,September,39,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,11,2016,May,20,9,5,10,1,0.0,0,BB,FRA,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-24
Resort Hotel,0,1,2016,March,12,14,1,2,3,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,109.0,1,0,Check-Out,2016-03-17
City Hotel,0,11,2016,August,33,13,2,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2016-08-17
City Hotel,0,101,2016,July,29,11,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,81.25,0,0,Check-Out,2016-07-14
City Hotel,0,85,2016,January,4,22,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,66.6,0,0,Check-Out,2016-01-24
City Hotel,1,61,2016,July,30,23,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-05-23
City Hotel,0,94,2017,April,14,6,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-04-09
City Hotel,1,9,2015,November,47,20,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7.0,,0,Transient,77.93,0,1,Canceled,2015-11-14
Resort Hotel,0,105,2017,August,32,11,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,239.0,1,1,Check-Out,2017-08-18
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19
City Hotel,0,42,2017,March,10,8,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,105.0,0,0,Check-Out,2017-03-13
Resort Hotel,1,279,2015,October,41,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,142.0,,0,Transient-Party,63.4,0,0,Canceled,2015-07-07
Resort Hotel,1,306,2017,August,32,11,0,2,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,185.4,0,1,Canceled,2017-02-03
City Hotel,1,615,2017,March,11,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,104,2015,December,49,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,55.0,,0,Transient,75.0,0,0,Canceled,2015-09-07
City Hotel,0,98,2015,November,48,23,1,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-26
City Hotel,0,3,2015,October,40,1,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2015-10-02
City Hotel,0,77,2016,October,45,30,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,1,Check-Out,2016-11-01
City Hotel,0,0,2016,July,29,13,0,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,210.0,0,0,Check-Out,2016-07-14
City Hotel,1,0,2016,December,52,20,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,6,A,A,0,No Deposit,94.0,,0,Transient,65.0,0,2,No-Show,2016-12-20
City Hotel,1,57,2017,May,20,18,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2017-04-01
Resort Hotel,0,241,2016,August,33,7,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,157.5,0,1,Check-Out,2016-08-13
City Hotel,0,16,2015,October,42,15,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-19
City Hotel,1,30,2016,October,41,5,0,3,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,0,Canceled,2016-09-05
Resort Hotel,0,1,2017,March,13,29,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,196.0,,0,Transient,85.0,0,1,Check-Out,2017-03-30
City Hotel,1,88,2015,September,39,26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,17,2016,April,16,14,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,0,Canceled,2016-04-02
City Hotel,0,133,2017,May,22,29,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,83.16,0,1,Check-Out,2017-05-31
City Hotel,0,22,2016,July,28,9,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0,Check-Out,2016-07-12
Resort Hotel,0,65,2015,November,46,8,2,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2015-11-15
Resort Hotel,0,3,2016,December,52,19,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,2,Check-Out,2016-12-20
Resort Hotel,1,84,2016,August,36,29,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,171.5,0,0,Canceled,2016-06-15
Resort Hotel,0,271,2017,July,27,8,2,5,3,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,235.0,0,1,Check-Out,2017-07-15
Resort Hotel,0,120,2015,August,32,4,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,0,1,Check-Out,2015-08-11
Resort Hotel,1,245,2015,September,39,25,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248.0,,0,Transient,80.0,0,0,Canceled,2015-07-31
City Hotel,1,302,2016,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,0,Transient,105.0,0,0,Canceled,2015-12-29
Resort Hotel,1,137,2015,July,29,13,2,5,2,0.0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,No Deposit,250.0,,0,Transient,8.0,0,0,Canceled,2015-02-26
Resort Hotel,1,168,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257.0,,0,Transient,80.0,0,0,Canceled,2016-01-19
Resort Hotel,0,289,2015,November,47,20,1,2,3,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134.0,,0,Transient-Party,85.5,0,0,Check-Out,2015-11-23
Resort Hotel,1,58,2015,August,34,20,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,133.0,0,0,Canceled,2015-07-08
